,시군구코드,평균 접근 시간(분),정류장 밀도,철도역 밀도,발생량,1인당 대중교통 이용량,평균 환승 횟수,평균 환승 대기시간,대중교통 환승 이용 비율,환승 발생량,평균 통행거리(km),접근 가능 시설 수(개)
192,37090,70.00835572321097,2.9,0.0973709834469328,722677,9586.467280165529,31.674900000000008,74682.0,1.7498000000000002,49563.0,12.0,1.0036813706929193
193,37100,42.25894960384757,7.5,0.0640614990390775,29881394,46233.34858845072,0.3379,77653.0,0.0006,1805383.0,0.0,1.0619331514619297
194,37310,104.74077072784912,0.0,0.0,115264,3080.308557285335,0.0,0.0,0.0,0.0,0.0,0.3505781168554234
195,37320,89.90300023923044,4.0,0.3656307129798903,247497,5804.166857250847,30.3076,80914.0,2.4461000000000004,16456.0,29.0,0.6514645783854334
196,37330,89.90369611000676,1.6,0.0,2540,89.47792165573159,2.4731,5340.0,0.3019,215.0,29.0,0.984505594127272
197,37340,107.4604077694142,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4139215028513921
198,37350,86.22513339746052,0.2,0.0,161237,3509.668576424158,0.8356,0.0,0.0,0.0,51.0,0.6771488223702731
199,37360,78.97424031463397,0.0,0.0,308289,5188.716907844318,0.5865,0.0,0.0,0.0,9.0,0.6105752977583606
200,37370,97.97977917192016,1.7,0.0,543109,6924.05860088288,0.0,0.0,0.0,2402.0,0.0,0.4443663047776539
201,37380,106.5988017348745,8.3,0.0,573453,8395.501258148772,0.0,0.0,0.0,2.0,13.0,0.3641512008733624
202,37390,61.87308328875622,12.2,0.1564945226917057,1017497,4150.279178131876,13.188099999999997,94250.0,1.6145,62665.0,10.0,0.5503162617030762
203,37400,79.88938379366877,50.0,0.4189944134078212,877184,10489.424142657535,58.47210000000002,251290.0,6.149500000000001,73537.0,20.0,0.5658046111945906
204,37410,96.63246443359051,18.3,3.6697247706422016,63258,2570.023193486289,15.873500000000009,12317.0,0.0887,113.0,7.0,0.4388991707299712
205,37420,88.93577510342831,0.0,0.0,386892,8212.449847947326,0.1078,0.0,0.0,0.0,0.0,0.9829069273512124
206,37430,120.0,0.0,0.0,194110,1561.7333149868757,0.0,0.0,0.0,0.0,0.0,0.0
207,38030,47.94216107302823,37.2,0.0690369347600966,21041202,43981.99379786514,150.63850000000005,263633.0,14.184599999999994,2129273.0,6.0,2.026990070129346
208,38050,88.03510238578639,31.7,0.0,7620893,15166.43113494637,55.92949999999996,348064.0,9.746699999999995,865735.0,6.0,0.695606110521632
209,38060,68.1565435675055,15.5,0.040551500405515,1032627,3770.4948518066976,16.679300000000005,164584.0,3.4003,27986.0,7.0,0.9345351589073384
210,38070,46.53737997589522,26.3,0.0500250125062531,26201233,22759.068164356097,59.28629999999998,541035.0,8.6446,2326699.0,8.0,0.9875735564545788
211,38080,67.90001795680895,31.3,0.1913265306122449,1584583,12397.541204934963,0.0,0.0,0.0,0.0,0.0,0.5682316890573208
212,38090,83.79705015167008,39.5,0.0,264165,455.8702441626912,2.3883,3834.0,0.097,2190.0,23.0,0.5837776341505381
213,38100,44.587833328761285,25.7,0.0412371134020618,24733529,33828.0225805024,100.23350000000003,389956.0,12.348100000000004,2833289.0,8.0,1.1221709911977449
214,38110,33.803122455601105,4.1,0.0067238191292654,72522202,53849.12106676117,78.36160000000007,189386.0,11.259200000000002,9632652.0,13.0,2.148122964898385
215,38310,109.092128481329,3.3,0.0,104116,1973.6470092959364,3.9183,18.0,0.0048,3.0,26.0,0.3105509463853915
216,38320,79.03864649962672,22.9,0.1576044129235618,851948,5895.554313881262,59.0052,143118.0,2.0528000000000004,21940.0,15.0,0.5739028077753779
217,38330,97.17882933826156,7.2,0.0,271201,2530.712062922385,0.1774,1460.0,0.0231,30.0,14.0,0.4774328003496567
218,38340,99.74114922605555,30.7,0.0,377787,3956.117525114576,3.0839000000000008,19472.0,0.0901,187.0,11.0,0.5040736546964304
219,38350,99.65048071998024,181.9,0.0,236496,2074.87834438156,0.6086,0.0,0.0,0.0,14.0,0.3498937368771444
220,38360,98.6398557811708,14.5,0.2724795640326976,238700,3874.299620341409,0.3733,5630.0,0.0362,365.0,28.0,0.4180292013375846
221,38370,106.92486427256344,10.2,0.0,117972,2777.717709110392,0.6858,1499.0,0.0003,7.0,29.0,0.7044741189427313
222,38380,96.33987861702244,72.0,0.0,194887,3822.9924352007793,0.0,0.0,0.0,0.0,30.0,0.8642527911138888
223,38390,101.51539168718386,0.1,0.0,317023,4244.571936404367,0.0672,2414.0,0.0037,0.0,15.0,0.6251472281840549
224,38400,112.67865566050835,1.1,0.0,134327,3205.0957511624447,0.0,0.0,0.0,0.0,22.0,0.2628553377632963
225,39010,81.82349208907853,53.5,0.0,43221316,86043.69630468091,202.45720000000009,877042.0,48.1075,4906087.0,10.0,0.5689862117141776
226,39020,82.10126379171017,52.9,0.0,12208411,57951.35169927406,126.73059999999984,667995.0,22.873300000000008,1157328.0,17.0,0.4064722383184955
