방문 지역,지출 비용,철도비,도로비,식음료비,음식점비,쇼핑비,여행 일수,숙박비,교통비,여행 활동비,자가용 의존도,교통인프라지수
33020,141436.23913043478,0.0,0.0,20138.166666666668,68107.14285714286,4642.857142857143,0.21428571428571427,20476.214285714286,41130.32608695652,12595.214285714286,0.9423076923076924,-0.4334982800324121
33030,138981.07936507938,793.6507936507936,476.1904761904762,14246.081967213115,57500.0,3967.2131147540986,0.5409836065573771,26393.44262295082,33349.666666666664,5065.573770491803,0.7183098591549296,-0.348369348775343
33040,124941.86046511628,0.0,2558.139534883721,6292.682926829269,47621.95121951219,9878.048780487805,0.34146341463414637,14390.219512195123,44437.25581395349,7975.609756097561,0.7446808510638298,-0.0089971275186821
33320,66730.76923076923,192.30769230769232,2230.769230769231,3409.090909090909,25386.363636363636,2045.4545454545455,0.13636363636363635,3181.7727272727275,16403.884615384617,454.54545454545456,0.5428571428571428,-0.4654756035366517
33330,63676.470588235294,0.0,0.0,12058.823529411764,30264.70588235294,2941.176470588235,0.11764705882352941,14117.70588235294,20588.235294117647,1647.0588235294117,0.9375,-0.5234606105121931
33340,110250.0,0.0,0.0,12000.0,15400.0,10800.0,0.8,6000.0,29833.333333333332,5600.0,0.75,-0.6160624667180764
33350,120333.33333333333,0.0,10000.0,27500.0,56833.333333333336,5000.0,0.25,12500.0,28166.666666666668,750.0,0.6875,-0.4432969685414099
33360,92593.75,0.0,2291.6666666666665,5437.5,42083.333333333336,0.0,0.4166666666666667,26666.666666666668,32937.5,583.3333333333334,0.8518518518518519,-0.4666366338799917
33370,110000.0,0.0,0.0,5000.0,25000.0,10000.0,0.0,0.0,40000.0,5000.0,1.0,-0.4797925864424823
33380,167567.39716312056,0.0,1312.0567375886526,34250.0,83094.69696969698,8022.727272727273,0.4772727272727273,50136.40909090909,51766.02127659575,18219.651515151516,0.9079754601226994,-0.4745225178859498
33390,155000.0,0.0,0.0,33000.0,114000.0,0.0,2.0,20000.0,12250.0,0.0,1.0,-0.465811386189641
34010,108186.20689655172,2344.8275862068967,1482.7586206896551,10629.62962962963,54814.81481481482,21740.74074074074,0.37037037037037035,10296.296296296296,32441.379310344826,2851.8518518518517,0.696969696969697,0.0234885772516521
34020,90520.27027027027,45.04504504504504,4279.279279279279,22401.970588235294,37352.98039215686,6029.411764705882,0.058823529411764705,7843.137254901961,29153.099099099098,4960.78431372549,0.8428571428571429,-0.4511503359412969
34030,171073.26041666666,0.0,2630.2083333333335,39690.145833333336,80674.43229166667,10572.916666666666,0.3802083333333333,50515.661458333336,49770.401041666664,8208.333333333334,0.9174757281553398,-0.4651795861140039
34040,99922.16666666667,857.1428571428571,3678.5238095238096,15179.48717948718,70025.58974358975,8564.102564102564,0.2564102564102564,30769.17948717949,40107.07142857143,12923.076923076924,0.7735849056603774,-0.2434839168585337
34050,118738.09523809524,0.0,476.1904761904762,7666.666666666667,61714.28571428572,1523.8095238095239,0.42857142857142855,29285.714285714286,38571.42857142857,3666.6666666666665,0.9666666666666668,-0.4278903785799588
34060,69876.21212121213,0.0,2424.242424242424,11642.857142857143,41071.42857142857,3250.0,0.10714285714285714,7357.142857142857,32454.39393939394,3714.285714285714,0.8936170212765957,-0.3956084360818312
34070,80333.33333333333,0.0,1000.0,7500.0,35000.0,0.0,0.0,0.0,11000.0,51500.0,0.75,-0.5046458460999634
34080,148005.4516129032,0.0,0.0,33461.61538461538,152980.8076923077,16346.153846153846,0.34615384615384615,49230.769230769234,59193.6129032258,692.3076923076923,0.9555555555555556,-0.4375714615302964
34310,111749.96153846153,0.0,1153.8461538461538,30913.043478260868,37543.47826086957,10217.391304347826,0.043478260869565216,3043.478260869565,25999.884615384617,9565.217391304348,0.8857142857142857,-0.4908507305343444
34330,143208.35416666666,0.0,4687.5,21065.217391304348,51445.65217391304,31739.130434782608,0.2608695652173913,13043.478260869566,46510.479166666664,5478.260869565217,0.9074074074074074,-0.4408967539908296
34340,133806.38028169013,0.0,5000.0,28250.085714285713,49421.42857142857,15285.714285714286,0.18571428571428572,15571.42857142857,45436.619718309856,4928.571428571428,0.9027777777777778,-0.5132674103942122
34350,65187.5,0.0,5000.0,5000.0,115749.375,5000.0,0.0,0.0,30250.0,625.0,0.75,-0.5316389011249114
34360,77500.0,0.0,0.0,0.0,46666.666666666664,0.0,0.0,0.0,38250.0,0.0,0.8,-0.4557924705698084
34370,88744.68,0.0,1600.0,12083.333333333334,54854.125,5458.333333333333,0.125,5416.666666666667,30248.0,3583.3333333333335,0.9714285714285714,-0.4501584060715715
34380,180062.44545454546,0.0,3636.3636363636365,41428.58095238095,95704.78095238096,6114.285714285715,0.4380952380952381,47009.485714285714,48519.045454545456,12733.333333333334,0.8244274809160306,-0.4723861824938213
35010,184591.16666666666,100.0,4031.25,33224.137931034486,77345.97701149425,21241.379310344826,0.40229885057471265,41609.22988505747,51652.114583333336,11218.3908045977,0.8145161290322581,-0.2455943164636077
35020,150227.55140186916,0.0,1401.8691588785048,26378.504672897197,58838.31775700935,2588.785046728972,0.308411214953271,45794.392523364484,54722.42990654206,18261.682242990653,0.8407079646017699,-0.3069507192041067
35030,77000.0,0.0,0.0,3333.3333333333335,30000.0,5666.666666666667,0.0,0.0,29600.0,0.0,1.0,-0.2828155856931744
35040,88295.16129032258,0.0,1935.483870967742,5806.451612903225,35000.0,6548.387096774193,0.12903225806451613,20322.58064516129,58387.096774193546,2935.483870967742,0.9090909090909092,-0.496361684864435
35050,194600.0,100.0,10500.0,27810.344827586207,55017.24137931035,20344.827586206895,0.3103448275862069,39655.1724137931,57233.333333333336,28344.827586206895,0.725,-0.4799284366400805
35060,58000.0,0.0,0.0,16000.0,30000.0,0.0,0.0,0.0,40000.0,0.0,1.0,-0.5291598508853524
35310,167867.64705882352,0.0,7941.176470588235,31538.46153846154,66961.53846153847,30384.615384615383,0.46153846153846156,26923.076923076922,39000.0,5769.2307692307695,0.5454545454545454,-0.4648951696385519
35320,88971.875,0.0,1875.0,11250.0,29812.5,1250.0,0.25,10625.0,18750.0,6250.0,0.75,-0.5106282075048464
35330,148019.26923076922,0.0,961.5384615384615,16009.615384615385,50701.92307692308,192.30769230769232,0.5192307692307693,27211.53846153846,42019.307692307695,26134.596153846152,0.8571428571428571,-0.5710052983512912
35340,84250.0,0.0,0.0,3500.0,33000.0,0.0,0.0,0.0,105000.0,15000.0,1.0,-0.5781933494771061
35350,159937.5,0.0,0.0,13875.0,64437.5,6562.5,0.5,20000.0,37937.5,6062.5,1.0,-0.5321879103281016
35360,139275.0,0.0,0.0,21208.333333333332,40650.0,7500.0,0.3333333333333333,6666.666666666667,30083.333333333332,833.3333333333334,0.6666666666666666,-0.5729936357473204
35370,165548.78048780488,0.0,0.0,22405.405405405407,53567.56756756757,8135.135135135135,0.4864864864864865,20270.27027027027,60878.04878048781,6243.243243243243,0.9230769230769232,-0.523459564233398
